"State","District","Date","Year","Month","Avg_etlvl_at15cm","Agency_name"
"Manipur","Bishnupur","2022-04-11","2022","04","2.463872711","NRSC VIC MODEL"
"Manipur","Bishnupur","2022-04-12","2022","04","2.858125495","NRSC VIC MODEL"
"Manipur","Bishnupur","2022-04-13","2022","04","2.320070222","NRSC VIC MODEL"
"Manipur","Bishnupur","2022-04-14","2022","04","4.02608597","NRSC VIC MODEL"
"Manipur","Bishnupur","2022-04-15","2022","04","4.085050447","NRSC VIC MODEL"
"Manipur","Bishnupur","2022-04-16","2022","04","3.611696617","NRSC VIC MODEL"
"Manipur","Bishnupur","2022-04-17","2022","04","3.757389086","NRSC VIC MODEL"
"Manipur","Bishnupur","2022-04-18","2022","04","4.989049734","NRSC VIC MODEL"
"Manipur","Bishnupur","2022-04-19","2022","04","3.414592679","NRSC VIC MODEL"
"Manipur","Bishnupur","2022-04-20","2022","04","2.703856037","NRSC VIC MODEL"
"Manipur","Bishnupur","2022-04-21","2022","04","5.097839339","NRSC VIC MODEL"
"Manipur","Bishnupur","2022-04-22","2022","04","2.955155064","NRSC VIC MODEL"
"Manipur","Bishnupur","2022-04-23","2022","04","5.32140466","NRSC VIC MODEL"
"Manipur","Bishnupur","2022-04-24","2022","04","5.235435112","NRSC VIC MODEL"
"Manipur","Bishnupur","2022-04-25","2022","04","4.51089352","NRSC VIC MODEL"
"Manipur","Bishnupur","2022-04-26","2022","04","3.858148337","NRSC VIC MODEL"
"Manipur","Bishnupur","2022-04-27","2022","04","4.32182452","NRSC VIC MODEL"
"Manipur","Bishnupur","2022-04-28","2022","04","4.008675725","NRSC VIC MODEL"
"Manipur","Bishnupur","2022-04-29","2022","04","3.977708623","NRSC VIC MODEL"
"Manipur","Bishnupur","2022-04-30","2022","04","2.798033521","NRSC VIC MODEL"
"Manipur","Chandel","2022-04-11","2022","04","0.129104603","NRSC VIC MODEL"
"Manipur","Chandel","2022-04-26","2022","04","1.810463518","NRSC VIC MODEL"
"Manipur","Chandel","2022-04-01","2022","04","0.213097076","NRSC VIC MODEL"
"Manipur","Chandel","2022-04-02","2022","04","0.069871673","NRSC VIC MODEL"
"Manipur","Chandel","2022-04-03","2022","04","0.410804509","NRSC VIC MODEL"
"Manipur","Chandel","2022-04-04","2022","04","1.306553882","NRSC VIC MODEL"
"Manipur","Chandel","2022-04-05","2022","04","0.541863419","NRSC VIC MODEL"
"Manipur","Chandel","2022-04-06","2022","04","0.139249574","NRSC VIC MODEL"
"Manipur","Chandel","2022-04-07","2022","04","0.139460844","NRSC VIC MODEL"
"Manipur","Chandel","2022-04-08","2022","04","0.134471747","NRSC VIC MODEL"
"Manipur","Chandel","2022-04-09","2022","04","0.133445423","NRSC VIC MODEL"
"Manipur","Chandel","2022-04-10","2022","04","0.127333199","NRSC VIC MODEL"
"Manipur","Chandel","2022-04-12","2022","04","3.007947601","NRSC VIC MODEL"
"Manipur","Chandel","2022-04-13","2022","04","1.139695649","NRSC VIC MODEL"
"Manipur","Chandel","2022-04-14","2022","04","1.316934051","NRSC VIC MODEL"
"Manipur","Chandel","2022-04-15","2022","04","1.29864978","NRSC VIC MODEL"
"Manipur","Chandel","2022-04-16","2022","04","1.346996044","NRSC VIC MODEL"
"Manipur","Chandel","2022-04-17","2022","04","1.362537827","NRSC VIC MODEL"
"Manipur","Chandel","2022-04-18","2022","04","4.953752527","NRSC VIC MODEL"
"Manipur","Chandel","2022-04-19","2022","04","1.272063321","NRSC VIC MODEL"
"Manipur","Chandel","2022-04-20","2022","04","1.299750816","NRSC VIC MODEL"
"Manipur","Chandel","2022-04-21","2022","04","4.453646701","NRSC VIC MODEL"
"Manipur","Chandel","2022-04-22","2022","04","1.475443707","NRSC VIC MODEL"
"Manipur","Chandel","2022-04-23","2022","04","7.802662963","NRSC VIC MODEL"
"Manipur","Chandel","2022-04-24","2022","04","2.355869896","NRSC VIC MODEL"
"Manipur","Chandel","2022-04-25","2022","04","2.282650255","NRSC VIC MODEL"
"Manipur","Chandel","2022-04-27","2022","04","1.869399003","NRSC VIC MODEL"
"Manipur","Chandel","2022-04-28","2022","04","1.72232006","NRSC VIC MODEL"
"Manipur","Chandel","2022-04-29","2022","04","1.604839986","NRSC VIC MODEL"
"Manipur","Chandel","2022-04-30","2022","04","1.702288906","NRSC VIC MODEL"
"Manipur","Churachandpur","2022-04-01","2022","04","0.449933249","NRSC VIC MODEL"
"Manipur","Churachandpur","2022-04-02","2022","04","0.394253799","NRSC VIC MODEL"
"Manipur","Churachandpur","2022-04-03","2022","04","0.442332545","NRSC VIC MODEL"
"Manipur","Churachandpur","2022-04-04","2022","04","0.566273615","NRSC VIC MODEL"
"Manipur","Churachandpur","2022-04-05","2022","04","2.005917015","NRSC VIC MODEL"
"Manipur","Churachandpur","2022-04-06","2022","04","0.532501721","NRSC VIC MODEL"
"Manipur","Churachandpur","2022-04-07","2022","04","0.532516505","NRSC VIC MODEL"
"Manipur","Churachandpur","2022-04-08","2022","04","0.544781405","NRSC VIC MODEL"
"Manipur","Churachandpur","2022-04-09","2022","04","0.510810379","NRSC VIC MODEL"
"Manipur","Churachandpur","2022-04-10","2022","04","0.455759445","NRSC VIC MODEL"
"Manipur","Churachandpur","2022-04-11","2022","04","2.127241616","NRSC VIC MODEL"
"Manipur","Churachandpur","2022-04-12","2022","04","2.655557247","NRSC VIC MODEL"
"Manipur","Churachandpur","2022-04-13","2022","04","1.363704995","NRSC VIC MODEL"
"Manipur","Churachandpur","2022-04-14","2022","04","2.611918433","NRSC VIC MODEL"
"Manipur","Churachandpur","2022-04-15","2022","04","1.700676495","NRSC VIC MODEL"
"Manipur","Churachandpur","2022-04-16","2022","04","1.599884661","NRSC VIC MODEL"
"Manipur","Churachandpur","2022-04-17","2022","04","3.917454132","NRSC VIC MODEL"
"Manipur","Churachandpur","2022-04-18","2022","04","4.819793085","NRSC VIC MODEL"
"Manipur","Churachandpur","2022-04-19","2022","04","1.940785161","NRSC VIC MODEL"
"Manipur","Churachandpur","2022-04-20","2022","04","2.02448436","NRSC VIC MODEL"
"Manipur","Churachandpur","2022-04-21","2022","04","5.136554996","NRSC VIC MODEL"
"Manipur","Churachandpur","2022-04-22","2022","04","1.594378893","NRSC VIC MODEL"
"Manipur","Churachandpur","2022-04-23","2022","04","8.720950253","NRSC VIC MODEL"
"Manipur","Churachandpur","2022-04-24","2022","04","4.477642631","NRSC VIC MODEL"
"Manipur","Churachandpur","2022-04-25","2022","04","3.134450175","NRSC VIC MODEL"
"Manipur","Churachandpur","2022-04-26","2022","04","2.493253043","NRSC VIC MODEL"
"Manipur","Churachandpur","2022-04-27","2022","04","2.81727317","NRSC VIC MODEL"
"Manipur","Churachandpur","2022-04-28","2022","04","2.163579114","NRSC VIC MODEL"
"Manipur","Churachandpur","2022-04-29","2022","04","2.049802835","NRSC VIC MODEL"
"Manipur","Churachandpur","2022-04-30","2022","04","1.568166801","NRSC VIC MODEL"
"Manipur","Imphal East","2022-04-01","2022","04","0.57562737","NRSC VIC MODEL"
"Manipur","Imphal East","2022-04-02","2022","04","0.710986735","NRSC VIC MODEL"
"Manipur","Imphal East","2022-04-03","2022","04","0.582286152","NRSC VIC MODEL"
"Manipur","Imphal East","2022-04-04","2022","04","0.404720557","NRSC VIC MODEL"
"Manipur","Imphal East","2022-04-05","2022","04","1.744382408","NRSC VIC MODEL"
"Manipur","Imphal East","2022-04-06","2022","04","0.626802934","NRSC VIC MODEL"
"Manipur","Imphal East","2022-04-07","2022","04","1.02507848","NRSC VIC MODEL"
"Manipur","Imphal East","2022-04-08","2022","04","0.963966021","NRSC VIC MODEL"
"Manipur","Imphal East","2022-04-09","2022","04","0.865713833","NRSC VIC MODEL"
"Manipur","Imphal East","2022-04-10","2022","04","0.698461456","NRSC VIC MODEL"
"Manipur","Imphal East","2022-04-11","2022","04","1.448007221","NRSC VIC MODEL"
"Manipur","Imphal East","2022-04-12","2022","04","1.334484852","NRSC VIC MODEL"
"Manipur","Imphal East","2022-04-13","2022","04","1.026072897","NRSC VIC MODEL"
"Manipur","Imphal East","2022-04-14","2022","04","1.462158705","NRSC VIC MODEL"
"Manipur","Imphal East","2022-04-15","2022","04","1.837747233","NRSC VIC MODEL"
"Manipur","Imphal East","2022-04-16","2022","04","5.658687729","NRSC VIC MODEL"
"Manipur","Imphal East","2022-04-17","2022","04","3.940491933","NRSC VIC MODEL"
"Manipur","Imphal East","2022-04-18","2022","04","3.524746745","NRSC VIC MODEL"
"Manipur","Imphal East","2022-04-19","2022","04","3.03462612","NRSC VIC MODEL"
"Manipur","Imphal East","2022-04-20","2022","04","1.63653757","NRSC VIC MODEL"
"Manipur","Imphal East","2022-04-21","2022","04","4.471620699","NRSC VIC MODEL"
"Manipur","Imphal East","2022-04-22","2022","04","2.784601482","NRSC VIC MODEL"
"Manipur","Imphal East","2022-04-23","2022","04","3.119230121","NRSC VIC MODEL"
"Manipur","Imphal East","2022-04-24","2022","04","4.000257668","NRSC VIC MODEL"
"Manipur","Imphal East","2022-04-25","2022","04","4.242507162","NRSC VIC MODEL"
"Manipur","Imphal East","2022-04-26","2022","04","3.715183763","NRSC VIC MODEL"
"Manipur","Imphal East","2022-04-27","2022","04","3.229296291","NRSC VIC MODEL"
"Manipur","Imphal East","2022-04-28","2022","04","3.505800738","NRSC VIC MODEL"
"Manipur","Imphal East","2022-04-29","2022","04","3.406052724","NRSC VIC MODEL"
"Manipur","Imphal East","2022-04-30","2022","04","2.859180776","NRSC VIC MODEL"
"Manipur","Imphal West","2022-04-01","2022","04","0.692919057","NRSC VIC MODEL"
"Manipur","Imphal West","2022-04-02","2022","04","0.841400579","NRSC VIC MODEL"
"Manipur","Imphal West","2022-04-03","2022","04","0.689119655","NRSC VIC MODEL"
"Manipur","Imphal West","2022-04-04","2022","04","0.59620613","NRSC VIC MODEL"
"Manipur","Imphal West","2022-04-05","2022","04","4.572455858","NRSC VIC MODEL"
"Manipur","Imphal West","2022-04-06","2022","04","1.379778187","NRSC VIC MODEL"
"Manipur","Imphal West","2022-04-07","2022","04","1.918857761","NRSC VIC MODEL"
"Manipur","Imphal West","2022-04-08","2022","04","2.004778956","NRSC VIC MODEL"
"Manipur","Imphal West","2022-04-09","2022","04","1.781964299","NRSC VIC MODEL"
"Manipur","Imphal West","2022-04-10","2022","04","1.307776876","NRSC VIC MODEL"
"Manipur","Imphal West","2022-04-11","2022","04","3.776763548","NRSC VIC MODEL"
"Manipur","Imphal West","2022-04-12","2022","04","2.624518215","NRSC VIC MODEL"
"Manipur","Imphal West","2022-04-13","2022","04","1.570630635","NRSC VIC MODEL"
"Manipur","Imphal West","2022-04-14","2022","04","4.028263159","NRSC VIC MODEL"
"Manipur","Imphal West","2022-04-15","2022","04","5.109788216","NRSC VIC MODEL"
"Manipur","Imphal West","2022-04-16","2022","04","5.263448777","NRSC VIC MODEL"
"Manipur","Imphal West","2022-04-17","2022","04","3.737912951","NRSC VIC MODEL"
"Manipur","Imphal West","2022-04-18","2022","04","4.83374586","NRSC VIC MODEL"
"Manipur","Imphal West","2022-04-19","2022","04","3.946126772","NRSC VIC MODEL"
"Manipur","Imphal West","2022-04-20","2022","04","1.947550743","NRSC VIC MODEL"
"Manipur","Imphal West","2022-04-21","2022","04","4.897640185","NRSC VIC MODEL"
"Manipur","Imphal West","2022-04-22","2022","04","2.551659012","NRSC VIC MODEL"
"Manipur","Imphal West","2022-04-23","2022","04","4.310056703","NRSC VIC MODEL"
"Manipur","Imphal West","2022-04-24","2022","04","4.401723286","NRSC VIC MODEL"
"Manipur","Imphal West","2022-04-25","2022","04","4.754024138","NRSC VIC MODEL"
"Manipur","Imphal West","2022-04-26","2022","04","3.423626436","NRSC VIC MODEL"
"Manipur","Imphal West","2022-04-27","2022","04","4.121755146","NRSC VIC MODEL"
"Manipur","Imphal West","2022-04-28","2022","04","3.259647102","NRSC VIC MODEL"
"Manipur","Imphal West","2022-04-29","2022","04","3.553736392","NRSC VIC MODEL"
"Manipur","Imphal West","2022-04-30","2022","04","2.618590521","NRSC VIC MODEL"
"Manipur","Jiribam","2022-04-07","2022","04","3.162971377","NRSC VIC MODEL"
"Manipur","Jiribam","2022-04-22","2022","04","2.561857456","NRSC VIC MODEL"
"Manipur","Jiribam","2022-04-01","2022","04","1.089090802","NRSC VIC MODEL"
"Manipur","Jiribam","2022-04-02","2022","04","1.769047852","NRSC VIC MODEL"
"Manipur","Jiribam","2022-04-03","2022","04","1.439413726","NRSC VIC MODEL"
"Manipur","Jiribam","2022-04-04","2022","04","0.968009439","NRSC VIC MODEL"
"Manipur","Jiribam","2022-04-05","2022","04","7.83892386","NRSC VIC MODEL"
"Manipur","Jiribam","2022-04-06","2022","04","2.657269661","NRSC VIC MODEL"
"Manipur","Jiribam","2022-04-08","2022","04","2.852022584","NRSC VIC MODEL"
"Manipur","Jiribam","2022-04-09","2022","04","2.214554331","NRSC VIC MODEL"
"Manipur","Jiribam","2022-04-10","2022","04","3.288062438","NRSC VIC MODEL"
"Manipur","Jiribam","2022-04-11","2022","04","7.818274973","NRSC VIC MODEL"
"Manipur","Jiribam","2022-04-12","2022","04","3.920436959","NRSC VIC MODEL"
"Manipur","Jiribam","2022-04-13","2022","04","2.625494473","NRSC VIC MODEL"
"Manipur","Jiribam","2022-04-14","2022","04","6.668297809","NRSC VIC MODEL"
"Manipur","Jiribam","2022-04-15","2022","04","6.72785745","NRSC VIC MODEL"
"Manipur","Jiribam","2022-04-16","2022","04","3.295893943","NRSC VIC MODEL"
"Manipur","Jiribam","2022-04-17","2022","04","7.602394651","NRSC VIC MODEL"
"Manipur","Jiribam","2022-04-18","2022","04","3.194845031","NRSC VIC MODEL"
"Manipur","Jiribam","2022-04-19","2022","04","3.659870733","NRSC VIC MODEL"
"Manipur","Jiribam","2022-04-20","2022","04","1.904269063","NRSC VIC MODEL"
"Manipur","Jiribam","2022-04-21","2022","04","4.830110784","NRSC VIC MODEL"
"Manipur","Jiribam","2022-04-23","2022","04","5.219729614","NRSC VIC MODEL"
"Manipur","Jiribam","2022-04-24","2022","04","3.806337001","NRSC VIC MODEL"
"Manipur","Jiribam","2022-04-25","2022","04","6.543465805","NRSC VIC MODEL"
"Manipur","Jiribam","2022-04-26","2022","04","3.549566772","NRSC VIC MODEL"
"Manipur","Jiribam","2022-04-27","2022","04","4.20814327","NRSC VIC MODEL"
"Manipur","Jiribam","2022-04-28","2022","04","3.240100266","NRSC VIC MODEL"
"Manipur","Jiribam","2022-04-29","2022","04","3.529285032","NRSC VIC MODEL"
"Manipur","Jiribam","2022-04-30","2022","04","2.808434859","NRSC VIC MODEL"
"Manipur","Kakching","2022-04-01","2022","04","0.905076402","NRSC VIC MODEL"
"Manipur","Kakching","2022-04-02","2022","04","0.612080996","NRSC VIC MODEL"
"Manipur","Kakching","2022-04-03","2022","04","0.50073802","NRSC VIC MODEL"
"Manipur","Kakching","2022-04-04","2022","04","1.348225324","NRSC VIC MODEL"
"Manipur","Kakching","2022-04-05","2022","04","2.833439991","NRSC VIC MODEL"
"Manipur","Kakching","2022-04-06","2022","04","0.960590518","NRSC VIC MODEL"
"Manipur","Kakching","2022-04-07","2022","04","1.055180023","NRSC VIC MODEL"
"Manipur","Kakching","2022-04-08","2022","04","1.081633962","NRSC VIC MODEL"
"Manipur","Kakching","2022-04-09","2022","04","1.054038695","NRSC VIC MODEL"
"Manipur","Kakching","2022-04-10","2022","04","0.782328617","NRSC VIC MODEL"
"Manipur","Kakching","2022-04-11","2022","04","1.120543523","NRSC VIC MODEL"
"Manipur","Kakching","2022-04-12","2022","04","2.809803217","NRSC VIC MODEL"
"Manipur","Kakching","2022-04-13","2022","04","2.206011131","NRSC VIC MODEL"
"Manipur","Kakching","2022-04-14","2022","04","3.328103045","NRSC VIC MODEL"
"Manipur","Kakching","2022-04-15","2022","04","3.209902264","NRSC VIC MODEL"
"Manipur","Kakching","2022-04-16","2022","04","3.09676753","NRSC VIC MODEL"
"Manipur","Kakching","2022-04-17","2022","04","3.885051849","NRSC VIC MODEL"
"Manipur","Kakching","2022-04-18","2022","04","4.471504163","NRSC VIC MODEL"
"Manipur","Kakching","2022-04-19","2022","04","2.974729851","NRSC VIC MODEL"
"Manipur","Kakching","2022-04-20","2022","04","2.669499247","NRSC VIC MODEL"
"Manipur","Kakching","2022-04-21","2022","04","5.206429374","NRSC VIC MODEL"
"Manipur","Kakching","2022-04-22","2022","04","2.939753061","NRSC VIC MODEL"
"Manipur","Kakching","2022-04-23","2022","04","5.560601347","NRSC VIC MODEL"
"Manipur","Kakching","2022-04-24","2022","04","4.605304728","NRSC VIC MODEL"
"Manipur","Kakching","2022-04-25","2022","04","3.768581158","NRSC VIC MODEL"
"Manipur","Kakching","2022-04-26","2022","04","3.506580146","NRSC VIC MODEL"
"Manipur","Kakching","2022-04-27","2022","04","3.659611725","NRSC VIC MODEL"
"Manipur","Kakching","2022-04-28","2022","04","3.778599107","NRSC VIC MODEL"
"Manipur","Kakching","2022-04-29","2022","04","3.628477077","NRSC VIC MODEL"
"Manipur","Kakching","2022-04-30","2022","04","2.588642368","NRSC VIC MODEL"
"Manipur","Kamjong","2022-04-01","2022","04","0.113480172","NRSC VIC MODEL"
"Manipur","Kamjong","2022-04-02","2022","04","0.086383242","NRSC VIC MODEL"
"Manipur","Kamjong","2022-04-03","2022","04","0.085447779","NRSC VIC MODEL"
"Manipur","Kamjong","2022-04-04","2022","04","0.066200011","NRSC VIC MODEL"
"Manipur","Kamjong","2022-04-05","2022","04","4.389422596","NRSC VIC MODEL"
"Manipur","Kamjong","2022-04-06","2022","04","0.216550861","NRSC VIC MODEL"
"Manipur","Kamjong","2022-04-07","2022","04","0.518890224","NRSC VIC MODEL"
"Manipur","Kamjong","2022-04-08","2022","04","0.372030174","NRSC VIC MODEL"
"Manipur","Kamjong","2022-04-09","2022","04","0.349164792","NRSC VIC MODEL"
"Manipur","Kamjong","2022-04-10","2022","04","0.288853108","NRSC VIC MODEL"
"Manipur","Kamjong","2022-04-11","2022","04","2.990811988","NRSC VIC MODEL"
"Manipur","Kamjong","2022-04-12","2022","04","0.892611581","NRSC VIC MODEL"
"Manipur","Kamjong","2022-04-13","2022","04","0.829055197","NRSC VIC MODEL"
"Manipur","Kamjong","2022-04-14","2022","04","4.235198924","NRSC VIC MODEL"
"Manipur","Kamjong","2022-04-15","2022","04","6.075766426","NRSC VIC MODEL"
"Manipur","Kamjong","2022-04-16","2022","04","2.776270195","NRSC VIC MODEL"
"Manipur","Kamjong","2022-04-17","2022","04","1.556011112","NRSC VIC MODEL"
"Manipur","Kamjong","2022-04-18","2022","04","3.524004142","NRSC VIC MODEL"
"Manipur","Kamjong","2022-04-19","2022","04","1.192804689","NRSC VIC MODEL"
"Manipur","Kamjong","2022-04-20","2022","04","3.362358867","NRSC VIC MODEL"
"Manipur","Kamjong","2022-04-21","2022","04","4.94310706","NRSC VIC MODEL"
"Manipur","Kamjong","2022-04-22","2022","04","1.768768311","NRSC VIC MODEL"
"Manipur","Kamjong","2022-04-23","2022","04","3.335032655","NRSC VIC MODEL"
"Manipur","Kamjong","2022-04-24","2022","04","2.433490805","NRSC VIC MODEL"
"Manipur","Kamjong","2022-04-25","2022","04","2.353143917","NRSC VIC MODEL"
"Manipur","Kamjong","2022-04-26","2022","04","1.962728356","NRSC VIC MODEL"
"Manipur","Kamjong","2022-04-27","2022","04","2.033045116","NRSC VIC MODEL"
"Manipur","Kamjong","2022-04-28","2022","04","1.989832746","NRSC VIC MODEL"
"Manipur","Kamjong","2022-04-29","2022","04","1.81968753","NRSC VIC MODEL"
"Manipur","Kamjong","2022-04-30","2022","04","1.673194622","NRSC VIC MODEL"
"Manipur","Kangpokpi","2022-04-01","2022","04","0.825257337","NRSC VIC MODEL"
"Manipur","Kangpokpi","2022-04-02","2022","04","0.890019281","NRSC VIC MODEL"
"Manipur","Kangpokpi","2022-04-03","2022","04","0.896148682","NRSC VIC MODEL"
"Manipur","Kangpokpi","2022-04-04","2022","04","0.829340882","NRSC VIC MODEL"
"Manipur","Kangpokpi","2022-04-05","2022","04","6.199347031","NRSC VIC MODEL"
"Manipur","Kangpokpi","2022-04-06","2022","04","1.404070179","NRSC VIC MODEL"
"Manipur","Kangpokpi","2022-04-07","2022","04","2.224486958","NRSC VIC MODEL"
"Manipur","Kangpokpi","2022-04-08","2022","04","2.056431107","NRSC VIC MODEL"
"Manipur","Kangpokpi","2022-04-09","2022","04","1.762372435","NRSC VIC MODEL"
"Manipur","Kangpokpi","2022-04-10","2022","04","1.655178901","NRSC VIC MODEL"
"Manipur","Kangpokpi","2022-04-11","2022","04","4.922318984","NRSC VIC MODEL"
"Manipur","Kangpokpi","2022-04-12","2022","04","2.779730489","NRSC VIC MODEL"
"Manipur","Kangpokpi","2022-04-13","2022","04","1.631498289","NRSC VIC MODEL"
"Manipur","Kangpokpi","2022-04-14","2022","04","5.794411536","NRSC VIC MODEL"
"Manipur","Kangpokpi","2022-04-15","2022","04","8.135423156","NRSC VIC MODEL"
"Manipur","Kangpokpi","2022-04-16","2022","04","6.819036919","NRSC VIC MODEL"
"Manipur","Kangpokpi","2022-04-17","2022","04","5.462288624","NRSC VIC MODEL"
"Manipur","Kangpokpi","2022-04-18","2022","04","5.119340842","NRSC VIC MODEL"
"Manipur","Kangpokpi","2022-04-19","2022","04","4.077788686","NRSC VIC MODEL"
"Manipur","Kangpokpi","2022-04-20","2022","04","2.543894298","NRSC VIC MODEL"
"Manipur","Kangpokpi","2022-04-21","2022","04","5.660748267","NRSC VIC MODEL"
"Manipur","Kangpokpi","2022-04-22","2022","04","2.585020098","NRSC VIC MODEL"
"Manipur","Kangpokpi","2022-04-23","2022","04","4.126117363","NRSC VIC MODEL"
"Manipur","Kangpokpi","2022-04-24","2022","04","3.671793788","NRSC VIC MODEL"
"Manipur","Kangpokpi","2022-04-25","2022","04","4.486765754","NRSC VIC MODEL"
"Manipur","Kangpokpi","2022-04-26","2022","04","3.360406976","NRSC VIC MODEL"
"Manipur","Kangpokpi","2022-04-27","2022","04","3.746655949","NRSC VIC MODEL"
"Manipur","Kangpokpi","2022-04-28","2022","04","3.373995976","NRSC VIC MODEL"
"Manipur","Kangpokpi","2022-04-29","2022","04","3.320940516","NRSC VIC MODEL"
"Manipur","Kangpokpi","2022-04-30","2022","04","2.428272398","NRSC VIC MODEL"
"Manipur","Noney","2022-04-01","2022","04","0.60962162","NRSC VIC MODEL"
"Manipur","Noney","2022-04-02","2022","04","0.959223671","NRSC VIC MODEL"
"Manipur","Noney","2022-04-03","2022","04","0.776522465","NRSC VIC MODEL"
"Manipur","Noney","2022-04-04","2022","04","0.552027032","NRSC VIC MODEL"
"Manipur","Noney","2022-04-05","2022","04","8.564886587","NRSC VIC MODEL"
"Manipur","Noney","2022-04-06","2022","04","1.441020951","NRSC VIC MODEL"
"Manipur","Noney","2022-04-07","2022","04","1.460510911","NRSC VIC MODEL"
"Manipur","Noney","2022-04-08","2022","04","1.353829767","NRSC VIC MODEL"
"Manipur","Noney","2022-04-09","2022","04","1.115971215","NRSC VIC MODEL"
"Manipur","Noney","2022-04-10","2022","04","1.29329718","NRSC VIC MODEL"
"Manipur","Noney","2022-04-11","2022","04","7.735100532","NRSC VIC MODEL"
"Manipur","Noney","2022-04-12","2022","04","2.3068115","NRSC VIC MODEL"
"Manipur","Noney","2022-04-13","2022","04","1.474263622","NRSC VIC MODEL"
"Manipur","Noney","2022-04-14","2022","04","6.976889823","NRSC VIC MODEL"
"Manipur","Noney","2022-04-15","2022","04","7.463686439","NRSC VIC MODEL"
"Manipur","Noney","2022-04-16","2022","04","3.466934356","NRSC VIC MODEL"
"Manipur","Noney","2022-04-17","2022","04","4.645711479","NRSC VIC MODEL"
"Manipur","Noney","2022-04-18","2022","04","6.37298155","NRSC VIC MODEL"
"Manipur","Noney","2022-04-19","2022","04","4.06526246","NRSC VIC MODEL"
"Manipur","Noney","2022-04-20","2022","04","1.774599033","NRSC VIC MODEL"
"Manipur","Noney","2022-04-21","2022","04","4.976711481","NRSC VIC MODEL"
"Manipur","Noney","2022-04-22","2022","04","2.325625753","NRSC VIC MODEL"
"Manipur","Noney","2022-04-23","2022","04","5.043361709","NRSC VIC MODEL"
"Manipur","Noney","2022-04-24","2022","04","3.06229202","NRSC VIC MODEL"
"Manipur","Noney","2022-04-25","2022","04","5.544853849","NRSC VIC MODEL"
"Manipur","Noney","2022-04-26","2022","04","2.793692797","NRSC VIC MODEL"
"Manipur","Noney","2022-04-27","2022","04","3.392416065","NRSC VIC MODEL"
"Manipur","Noney","2022-04-28","2022","04","2.285373964","NRSC VIC MODEL"
"Manipur","Noney","2022-04-29","2022","04","2.438385928","NRSC VIC MODEL"
"Manipur","Noney","2022-04-30","2022","04","1.688397472","NRSC VIC MODEL"
"Manipur","Pherzawl","2022-04-01","2022","04","0.586776423","NRSC VIC MODEL"
"Manipur","Pherzawl","2022-04-02","2022","04","0.665613263","NRSC VIC MODEL"
"Manipur","Pherzawl","2022-04-03","2022","04","0.637458378","NRSC VIC MODEL"
"Manipur","Pherzawl","2022-04-04","2022","04","0.502759986","NRSC VIC MODEL"
"Manipur","Pherzawl","2022-04-05","2022","04","2.185793081","NRSC VIC MODEL"
"Manipur","Pherzawl","2022-04-06","2022","04","0.698081496","NRSC VIC MODEL"
"Manipur","Pherzawl","2022-04-07","2022","04","0.679746322","NRSC VIC MODEL"
"Manipur","Pherzawl","2022-04-08","2022","04","0.672036858","NRSC VIC MODEL"
"Manipur","Pherzawl","2022-04-09","2022","04","0.658871179","NRSC VIC MODEL"
"Manipur","Pherzawl","2022-04-10","2022","04","0.58583713","NRSC VIC MODEL"
"Manipur","Pherzawl","2022-04-11","2022","04","9.463207503","NRSC VIC MODEL"
"Manipur","Pherzawl","2022-04-12","2022","04","2.811056008","NRSC VIC MODEL"
"Manipur","Pherzawl","2022-04-13","2022","04","0.94847306","NRSC VIC MODEL"
"Manipur","Pherzawl","2022-04-14","2022","04","2.456727446","NRSC VIC MODEL"
"Manipur","Pherzawl","2022-04-15","2022","04","1.735903483","NRSC VIC MODEL"
"Manipur","Pherzawl","2022-04-16","2022","04","1.132162149","NRSC VIC MODEL"
"Manipur","Pherzawl","2022-04-17","2022","04","8.107099682","NRSC VIC MODEL"
"Manipur","Pherzawl","2022-04-18","2022","04","2.46328067","NRSC VIC MODEL"
"Manipur","Pherzawl","2022-04-19","2022","04","1.783584213","NRSC VIC MODEL"
"Manipur","Pherzawl","2022-04-20","2022","04","0.941949682","NRSC VIC MODEL"
"Manipur","Pherzawl","2022-04-21","2022","04","3.783242605","NRSC VIC MODEL"
"Manipur","Pherzawl","2022-04-22","2022","04","1.419952457","NRSC VIC MODEL"
"Manipur","Pherzawl","2022-04-23","2022","04","8.841336913","NRSC VIC MODEL"
"Manipur","Pherzawl","2022-04-24","2022","04","5.592409694","NRSC VIC MODEL"
"Manipur","Pherzawl","2022-04-25","2022","04","2.597286243","NRSC VIC MODEL"
"Manipur","Pherzawl","2022-04-26","2022","04","2.04604935","NRSC VIC MODEL"
"Manipur","Pherzawl","2022-04-27","2022","04","3.078229405","NRSC VIC MODEL"
"Manipur","Pherzawl","2022-04-28","2022","04","1.849649301","NRSC VIC MODEL"
"Manipur","Pherzawl","2022-04-29","2022","04","1.757612726","NRSC VIC MODEL"
"Manipur","Pherzawl","2022-04-30","2022","04","1.423781618","NRSC VIC MODEL"
"Manipur","Senapati","2022-04-03","2022","04","0.851941236","NRSC VIC MODEL"
"Manipur","Senapati","2022-04-18","2022","04","2.596617702","NRSC VIC MODEL"
"Manipur","Senapati","2022-04-01","2022","04","1.188953987","NRSC VIC MODEL"
"Manipur","Senapati","2022-04-02","2022","04","0.810224425","NRSC VIC MODEL"
